ID,YEAR,LOC,SN,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX,CO
17657,2020,Portugal,0903XTR,11.721,1011.3,66.21,2.5344,18.897,1052.2,549.11,109.37,10.443,-,6.7726
17658,2019,Belgium,0903XTR,15.307,1007.2,94.868,3.7959,25.432,1081.3,549.97,135.12,11.891,-,1.6632
17659,2021,Hungary,0903XTR,27.971,1014.6,59.161,4.4743,25.959,1092.9,550.1,132.79,12.102,-,1.1072
17660,2022,France,0903XTR,16.846,1021.1,88.586,3.9204,24.917,1087.7,548.2,134.76,12.154,-,2.3298
17661,2018,Republic of Cyprus,0903XTR,18.511,1016.1,82.587,2.601,18.106,1040.0,549.5,102.61,9.9466,-,6.6406
17662,2019,Latvia,0903XTR,23.058,1015.5,72.125,3.79,25.699,1083.1,550.19,133.36,12.116,-,1.6039
17663,2022,Malta,0903XTR,9.6875,1011.6,98.36,4.0801,23.699,1084.1,550.03,133.38,11.762,76.293,1.6804
17664,2019,Austria,0903XTR,19.907,1005.6,99.984,3.939,24.231,1074.5,550.2,128.24,11.607,52.215,1.7757
17665,2021,Spain,0903XTR,7.945,1014.5,94.699,5.197,23.988,1084.2,549.86,134.02,11.744,-,1.222
17666,2018,Malta,0903XTR,7.7945,1007.9,83.974,3.0076,22.994,1072.5,550.15,130.2,11.571,-,3.5129
17667,2018,Lithuania,0903XTR,18.539,1008.0,72.784,2.9367,20.156,1053.1,550.14,112.35,10.567,-,3.898
17668,2019,Finland,0903XTR,18.247,1017.9,98.708,3.7727,20.095,1051.5,550.41,110.45,10.468,-,4.764
17669,2018,Estonia,0903XTR,21.579,1011.2,72.183,4.1799,29.782,1099.9,545.6,149.07,13.161,51.325,1.5408
17670,2022,Bulgaria,0903XTR,8.7186,1021.9,94.786,4.5142,30.271,1094.1,533.76,152.15,13.377,-,0.66976
17671,2020,Italy,0903XTR,16.375,1020.2,90.173,3.7482,29.496,1094.4,541.07,147.62,13.087,-,0.72802
17672,2019,Netherlands,0903XTR,25.904,1009.0,72.118,4.832,31.086,1100.1,543.39,149.68,13.296,-,1.0738
17673,2018,Romania,0903XTR,9.5607,1017.3,76.417,3.0968,24.191,1078.4,550.1,133.88,11.881,-,3.7166
17674,2021,Italy,0903XTR,20.439,1004.8,95.921,4.8366,25.344,1088.6,550.1,134.42,12.003,61.982,1.5137
17675,2018,Estonia,0903XTR,30.305,1008.0,53.455,4.4023,29.827,1099.9,545.77,147.51,13.097,55.259,1.4816
17676,2021,Romania,0903XTR,6.446,1018.0,87.634,5.3643,29.475,1099.9,541.31,153.93,13.194,-,0.61748
17677,2020,Denmark,0903XTR,13.533,1019.3,86.289,4.0854,32.401,1099.9,532.19,156.69,13.798,-,1.1175
17678,2021,Finland,0903XTR,26.573,1016.4,49.175,4.3762,25.865,1093.3,550.18,133.77,12.232,69.258,0.39474
17679,2018,Slovakia,0903XTR,8.4099,1018.9,86.133,3.4802,25.119,1085.6,549.94,139.2,12.19,67.092,2.9615
17680,2021,Portugal,0903XTR,26.993,1013.8,58.197,4.3262,25.727,1092.3,549.64,132.82,12.124,-,1.4853
17681,2018,Estonia,0903XTR,15.805,1011.4,78.173,3.7266,26.802,1092.2,549.91,142.41,12.526,58.426,1.7549
17682,2022,Netherlands,0903XTR,15.289,1020.4,81.35,3.9946,24.442,1087.9,549.77,133.71,11.957,-,1.5515
17683,2022,Spain,0903XTR,14.087,1020.5,91.837,4.1692,24.376,1087.1,549.95,133.49,11.767,71.967,2.0037
17684,2018,Lithuania,0903XTR,13.4,1018.9,71.568,2.6592,18.681,1045.7,550.38,107.96,10.365,64.741,5.6154
17685,2020,Finland,0903XTR,11.538,994.36,99.246,2.5847,19.074,1051.7,549.47,109.44,10.237,-,6.3348
17686,2021,France,0903XTR,12.78,1012.6,74.109,3.7062,30.689,1099.8,533.91,157.75,13.678,-,0.42653
17687,2021,Spain,0903XTR,7.1608,1023.8,62.371,3.9695,34.31,1099.8,522.81,167.66,14.419,62.287,0.55717
17688,2021,Portugal,0903XTR,18.525,1010.2,93.511,4.4766,25.131,1088.7,549.98,133.68,11.913,-,2.3829
17689,2020,Republic of Cyprus,0903XTR,22.158,1009.4,94.422,3.9021,19.993,1058.4,550.02,110.35,10.585,51.999,4.7885
17690,2020,Italy,0903XTR,13.492,1007.2,100.13,4.2303,31.779,1099.8,535.5,154.81,13.519,75.974,1.2168
17691,2022,Slovenia,0903XTR,9.5635,1013.7,94.371,3.7262,23.696,1083.1,550.18,133.04,11.634,71.971,0.10148
17692,2021,Hungary,0903XTR,27.29,1017.5,53.677,4.1973,26.052,1093.9,550.2,134.0,12.318,-,1.8257
17693,2022,Romania,0903XTR,28.35,1014.8,68.826,3.9579,26.023,1094.1,549.73,133.76,12.188,-,1.0643
17694,2019,Finland,0903XTR,24.426,1005.7,86.483,3.9862,24.877,1077.1,550.08,127.75,11.768,-,1.9606
17695,2018,Greece,0903XTR,18.309,1015.6,82.253,3.7506,24.026,1077.4,549.98,129.81,11.885,-,2.1573
17696,2020,Latvia,0903XTR,6.7592,1002.5,92.996,4.0254,33.264,1099.9,527.67,165.16,14.08,-,0.11053
17697,2020,Estonia,0903XTR,19.502,1015.2,87.978,4.2129,19.735,1057.5,549.98,109.92,10.599,79.003,7.1026
17698,2019,Czech Republic,0903XTR,31.407,1012.0,67.957,3.7137,21.77,1059.0,550.12,111.76,10.911,-,3.4855
17699,2021,Slovenia,0903XTR,23.428,1011.7,60.602,4.0307,25.396,1089.8,549.84,133.79,12.053,-,1.2552
17700,2020,Italy,0903XTR,21.493,1007.7,76.211,3.4158,25.785,1090.8,550.03,134.76,12.076,-,1.9855
17701,2018,Finland,0903XTR,17.169,1007.8,78.54,3.7304,24.149,1076.7,550.35,130.06,11.765,-,1.9413
17702,2019,Republic of Cyprus,0903XTR,5.6887,1019.0,86.781,3.456,24.394,1075.0,549.82,134.0,11.762,67.097,1.6889
17703,2022,Austria,0903XTR,21.029,1005.9,80.704,2.981,20.088,1059.0,549.91,111.77,10.515,-,2.0354
17704,2020,Slovakia,0903XTR,20.871,1007.8,96.596,3.6242,22.71,1075.1,550.01,123.45,11.36,-,8.2189
17705,2021,Austria,0903XTR,18.364,1010.0,83.141,4.3632,25.459,1090.2,550.06,134.59,12.137,-,1.3846
17706,2021,France,0903XTR,21.538,1012.6,58.543,3.8931,18.981,1051.5,549.99,105.87,10.334,-,3.2079
17707,2020,Romania,0903XTR,17.836,1008.3,89.19,3.2031,20.624,1062.1,550.04,115.01,10.75,-,4.0083
17708,2018,Greece,0903XTR,17.545,1017.4,68.422,4.2836,31.496,1100.1,537.59,154.99,13.693,47.295,1.8987
17709,2019,Belgium,0903XTR,22.696,1019.8,76.967,4.1395,23.327,1071.0,549.95,122.79,11.547,-,1.9111
17710,2021,Luxembourg,0903XTR,8.133,1023.9,88.858,3.8396,19.238,1055.5,549.49,110.69,10.493,-,4.8033
17711,2018,Finland,0903XTR,30.061,1010.5,62.664,4.414,29.795,1100.1,545.65,146.68,13.177,51.828,1.5891
17712,2019,Slovenia,0903XTR,16.792,1010.4,85.905,4.6005,32.12,1099.9,541.18,154.09,13.588,86.969,1.861
17713,2018,Ireland,0903XTR,17.424,996.29,59.992,3.3113,24.378,1077.4,549.98,131.54,11.811,-,3.8319
17714,2018,Slovenia,0903XTR,18.805,1011.0,63.498,3.4492,24.167,1077.5,550.17,129.71,11.746,54.457,2.2099
17715,2018,Sweden,0903XTR,8.9043,1015.3,76.266,2.646,20.005,1043.6,548.78,108.78,10.391,71.759,7.3425
17716,2018,Sweden,0903XTR,10.88,1019.8,72.664,3.2592,23.276,1075.1,550.2,130.56,11.629,60.766,3.2141
17717,2020,Hungary,0903XTR,14.3,1021.3,89.591,3.1736,24.847,1079.9,549.89,133.8,11.892,-,1.0469
17718,2018,Netherlands,0903XTR,26.508,1012.5,43.402,3.8861,35.404,1096.4,547.88,143.98,12.802,-,0.75044
17719,2018,Portugal,0903XTR,25.488,1008.6,81.565,4.2228,28.953,1098.4,547.15,144.93,13.014,53.293,0.84555
17720,2019,Latvia,0903XTR,17.314,1009.5,95.651,3.6739,20.288,1051.5,549.89,111.2,10.604,-,4.9261
17721,2022,France,0903XTR,25.597,1005.9,55.493,3.8565,25.614,1091.3,549.67,133.74,12.092,-,0.74937
17722,2020,Luxembourg,0903XTR,19.24,1008.1,82.748,3.0864,19.728,1056.4,549.99,110.09,10.456,54.897,7.1553
17723,2022,Spain,0903XTR,12.157,1011.1,89.609,3.8501,24.067,1085.1,550.31,133.7,11.906,71.634,1.0159
17724,2020,Greece,0903XTR,21.961,1004.9,95.541,4.8075,25.311,1089.3,549.85,133.57,12.128,60.378,1.9906
17725,2020,France,0903XTR,15.516,1017.2,80.971,3.1553,24.849,1085.6,549.61,132.82,11.965,63.673,1.3453
17726,2021,Bulgaria,0903XTR,8.7578,1015.3,83.78,5.877,32.963,1099.7,528.75,162.19,14.005,62.164,0.24283
17727,2022,Italy,0903XTR,6.3698,1013.7,88.902,3.9068,23.494,1083.8,549.95,134.34,11.882,-,1.7673
17728,2022,Sweden,0903XTR,25.573,1012.1,72.808,4.0901,25.644,1091.4,550.19,133.33,12.049,-,1.0668
17729,2021,Italy,0903XTR,33.293,1004.9,40.675,4.4329,27.012,1097.1,550.04,133.85,12.401,70.975,1.0496
17730,2022,Poland,0903XTR,9.5031,1015.1,63.407,5.01,32.622,1100.0,528.64,162.49,14.015,-,0.5239
17731,2019,Bulgaria,0903XTR,13.973,1023.5,86.194,5.5097,30.957,1100.1,537.74,156.44,13.719,-,1.1059
17732,2019,Republic of Cyprus,0903XTR,23.212,1009.4,96.514,3.9829,23.781,1071.4,550.23,123.55,11.572,-,1.9942
17733,2018,Latvia,0903XTR,19.849,1011.1,82.369,3.1194,21.897,1062.3,550.27,119.14,11.111,53.504,3.0328
17734,2022,Poland,0903XTR,24.605,1014.1,81.933,3.1553,20.155,1059.4,550.1,110.61,10.589,50.562,2.3333
17735,2018,Finland,0903XTR,15.414,1014.1,63.468,2.8758,24.129,1062.5,549.59,120.53,11.062,-,3.4317
17736,2020,Luxembourg,0903XTR,9.3374,1019.1,94.312,2.5518,19.47,1038.0,537.41,109.0,10.425,-,13.694
17737,2020,Czech Republic,0903XTR,12.958,1014.4,91.443,3.2799,24.369,1086.0,549.95,133.65,11.88,-,2.1623
17738,2020,Denmark,0903XTR,15.214,1014.8,84.238,4.2322,31.754,1100.0,532.49,156.03,13.748,63.824,0.76352
17739,2020,Spain,0903XTR,12.05,998.06,90.267,4.1391,32.283,1099.9,531.9,159.36,13.799,73.317,0.6548
17740,2020,Malta,0903XTR,30.871,1014.5,44.463,4.9629,31.291,1100.0,535.7,150.47,13.524,-,0.45533
17741,2020,Ireland,0903XTR,16.855,1018.5,86.156,2.7026,18.54,1035.7,539.9,102.67,10.198,-,10.843
17742,2022,Denmark,0903XTR,20.401,1010.9,94.099,3.3123,20.046,1059.1,549.85,111.77,10.585,58.56,3.6152
17743,2020,Portugal,0903XTR,8.9429,1027.5,73.318,3.0483,23.349,1083.4,550.01,132.23,11.81,86.127,2.628
17744,2019,Ireland,0903XTR,22.933,1009.1,92.827,3.5435,20.296,1051.8,550.01,109.6,10.605,-,4.3712
17745,2019,Hungary,0903XTR,5.3508,1025.0,65.978,2.3241,20.605,1031.6,538.7,108.88,10.368,94.484,9.3799
17746,2021,Republic of Cyprus,0903XTR,27.168,1009.0,85.753,4.2682,26.142,1092.3,550.11,133.78,12.349,-,1.9311
17747,2019,France,0903XTR,15.587,1009.5,84.291,3.5651,25.28,1077.7,550.01,133.45,11.944,-,1.5589
17748,2019,Estonia,0903XTR,30.155,1008.2,71.964,4.2217,24.321,1073.3,550.23,122.64,11.668,-,2.0508
17749,2018,Ireland,0903XTR,30.217,1010.8,39.65,4.4695,30.633,1099.9,542.97,149.9,13.341,-,31.869
17750,2021,Republic of Cyprus,0903XTR,25.816,1018.4,66.023,3.5083,20.304,1060.3,550.13,110.66,10.673,53.605,3.074
17751,2020,Hungary,0903XTR,10.241,1016.3,86.245,2.9124,22.407,1070.1,546.57,125.2,11.409,-,5.0678
17752,2022,Poland,0903XTR,10.76,1028.8,63.581,5.1986,32.947,1100.0,526.3,162.47,14.155,63.404,0.96504
17753,2021,Poland,0903XTR,20.731,1014.7,81.891,5.1559,25.027,1088.1,550.37,132.59,11.994,72.791,1.9403
17754,2018,Denmark,0903XTR,28.518,1010.0,56.903,4.7726,32.695,1099.9,536.09,153.22,13.824,-,1.6833
17755,2019,Sweden,0903XTR,26.224,1013.3,67.901,3.947,23.491,1070.2,550.04,121.31,11.444,-,2.5818
17756,2018,Lithuania,0903XTR,15.931,1011.0,71.821,2.8042,20.288,1054.8,549.67,114.14,10.655,-,2.9201
17757,2021,Slovenia,0903XTR,19.572,1015.7,97.296,4.9774,26.696,1097.9,549.66,140.72,12.437,67.593,0.87625
17758,2021,Portugal,0903XTR,6.094,1021.1,100.18,4.6927,23.781,1086.0,550.12,133.22,11.843,-,1.4972
17759,2022,Croatia,0903XTR,24.191,1013.0,87.2,4.673,30.253,1099.8,539.26,147.42,13.267,58.295,1.2517
17760,2018,Ireland,0903XTR,9.9418,1017.7,75.717,3.0744,24.149,1078.9,550.14,133.92,11.825,-,3.4303
17761,2021,Finland,0903XTR,21.385,1009.6,83.525,5.2571,25.502,1090.0,550.21,133.56,12.002,67.042,0.99195
17762,2020,Estonia,0903XTR,21.127,1007.0,66.252,3.4012,25.063,1087.4,549.83,132.09,11.923,-,2.7745
17763,2018,France,0903XTR,19.546,1016.2,82.748,3.7094,24.187,1077.7,549.77,129.58,11.708,-,1.8798
17764,2018,Czech Republic,0903XTR,32.61,1006.6,46.697,4.3502,29.442,1099.9,547.57,145.88,13.04,54.442,1.584
17765,2018,Finland,0903XTR,27.53,1006.3,53.427,4.3492,30.435,1100.1,544.15,148.96,13.29,-,2.6206
17766,2019,Finland,0903XTR,8.9564,1016.3,80.151,2.6225,21.45,1062.7,549.98,121.92,11.137,69.339,0.99941
17767,2019,Slovakia,0903XTR,9.5739,1021.9,60.863,2.5289,21.717,1064.2,550.1,122.69,11.222,-,2.4446
17768,2019,Lithuania,0903XTR,23.487,1009.1,96.73,3.53,20.72,1052.8,550.25,110.17,10.613,47.506,3.86
17769,2019,Croatia,0903XTR,21.789,1015.9,63.448,4.1253,22.742,1066.5,550.01,120.11,11.212,-,2.4511
17770,2022,Austria,0903XTR,6.0871,1022.9,82.94,4.0999,23.54,1083.6,550.21,133.17,11.742,-,0.92329
17771,2020,Ireland,0903XTR,20.442,1015.2,85.059,4.0408,30.985,1099.9,538.09,150.63,13.315,-,1.1897
17772,2018,France,0903XTR,20.88,1014.1,84.708,3.266,21.337,1060.9,550.1,117.27,10.966,-,3.618
17773,2022,Czech Republic,0903XTR,21.313,1016.4,69.59,3.5685,24.927,1089.0,549.99,134.15,12.038,64.459,0.74052
17774,2019,Malta,0903XTR,19.804,1002.9,90.328,3.7436,23.678,1071.3,549.9,126.25,11.572,-,2.3323
17775,2020,Ireland,0903XTR,18.79,1006.8,58.755,4.0907,31.282,1099.8,534.99,154.06,13.542,75.334,1.0418
17776,2018,Poland,0903XTR,1.0611,1010.4,73.534,2.8175,21.938,1065.1,550.01,123.76,11.196,86.314,3.3262
17777,2022,Republic of Cyprus,0903XTR,23.451,1004.7,74.124,3.5985,24.317,1084.1,550.04,129.78,11.882,59.411,1.1229
17778,2020,France,0903XTR,15.85,1000.8,79.378,3.1715,24.478,1084.9,549.92,132.67,11.842,-,1.522
17779,2022,Spain,0903XTR,21.117,1006.9,98.882,2.9968,18.58,1049.7,549.96,105.17,10.226,-,3.1557
17780,2021,Poland,0903XTR,15.665,1017.7,90.83,2.8187,24.42,1087.8,550.15,134.51,11.885,60.3,0.99467
17781,2021,Spain,0903XTR,23.984,1009.5,74.544,4.0035,25.253,1088.5,549.6,132.93,12.052,-,1.6687
17782,2021,Czech Republic,0903XTR,27.867,1008.9,55.886,4.3315,26.363,1093.9,549.88,134.25,12.29,-,0.90573
17783,2018,Ireland,0903XTR,30.529,1012.9,32.48,3.1251,20.434,1053.8,550.2,109.21,10.664,-,3.4794
17784,2021,Luxembourg,0903XTR,22.254,1015.3,71.75,4.2983,25.581,1091.6,550.2,133.73,12.136,-,2.5275
17785,2021,Republic of Cyprus,0903XTR,9.5046,1021.0,68.931,5.8371,33.333,1100.0,528.23,161.68,14.031,67.093,0.75927
17786,2022,Portugal,0903XTR,22.483,1017.0,75.377,4.4591,31.077,1099.8,535.08,152.58,13.625,-,1.0431
17787,2020,Netherlands,0903XTR,19.876,1010.7,80.91,3.6702,25.264,1089.8,549.68,134.04,12.077,-,1.7426
17788,2022,Spain,0903XTR,9.1539,1028.2,86.933,5.0799,32.751,1100.3,526.01,163.49,14.289,-,0.83336
17789,2022,Portugal,0903XTR,34.138,1000.2,43.563,4.4517,29.754,1100.2,542.51,146.11,13.038,-,0.67162
17790,2020,Malta,0903XTR,21.137,1006.6,75.773,3.35,25.141,1087.1,550.2,132.21,12.016,69.262,1.8897
17791,2021,Lithuania,0903XTR,26.764,1016.6,69.167,4.6111,25.822,1093.1,549.61,133.54,12.234,-,0.91337
17792,2020,Lithuania,0903XTR,22.055,1010.9,86.481,4.2851,25.21,1090.0,549.96,133.92,12.135,-,1.5646
17793,2019,Austria,0903XTR,20.431,1016.3,74.928,4.5193,24.851,1079.7,549.6,129.92,11.845,57.503,1.8213
17794,2022,Germany,0903XTR,16.82,1004.0,96.488,3.1511,19.581,1056.6,549.93,111.76,10.466,-,3.0457
17795,2019,Lithuania,0903XTR,12.778,1008.4,99.421,3.9912,24.856,1078.8,549.96,134.02,11.846,63.362,1.6609
17796,2018,Denmark,0903XTR,12.39,1018.8,84.71,3.1984,22.603,1069.1,549.82,125.24,11.394,-,2.8973
17797,2021,Republic of Cyprus,0903XTR,21.388,1002.4,80.571,5.3048,25.575,1088.7,549.99,133.74,12.03,-,0.88227
17798,2021,Spain,0903XTR,16.972,1006.7,100.01,5.7868,24.999,1087.4,549.92,133.7,11.965,69.542,1.534
17799,2018,Croatia,0903XTR,22.003,1006.7,75.846,3.6152,22.997,1069.8,549.99,123.79,11.451,-,2.6023
17800,2018,Germany,0903XTR,8.6529,1011.5,62.698,3.2873,24.988,1083.1,549.76,137.84,11.997,-,2.9346
17801,2018,Estonia,0903XTR,13.365,1019.1,75.197,3.2548,23.485,1075.9,550.26,130.27,11.79,-,2.3053
17802,2022,Austria,0903XTR,8.0815,1023.4,75.496,5.1216,33.327,1100.1,524.93,165.71,14.313,65.11,0.77602
17803,2018,Czech Republic,0903XTR,16.693,1016.8,85.155,2.8139,19.508,1049.0,549.88,109.69,10.409,-,4.2291
17804,2019,Latvia,0903XTR,17.832,1012.3,73.336,3.7204,25.028,1080.6,549.85,133.37,11.918,63.1,1.6418
17805,2021,Greece,0903XTR,7.8488,1010.6,79.033,4.5137,24.188,1084.6,550.2,134.7,11.792,-,1.8074
17806,2020,Spain,0903XTR,15.102,1005.6,84.738,3.2614,24.598,1085.8,550.06,133.19,11.91,79.268,2.1832
17807,2019,Slovakia,0903XTR,26.058,1006.3,75.897,4.8505,30.484,1100.0,545.88,147.17,13.137,53.308,1.1526
17808,2018,Finland,0903XTR,21.914,1002.0,55.299,3.5861,24.381,1077.8,549.83,129.71,11.788,-,2.2292
17809,2020,Finland,0903XTR,27.408,1011.7,52.766,4.4015,25.938,1093.2,550.13,134.54,12.184,70.611,1.6386
17810,2019,Croatia,0903XTR,22.8,1014.5,57.124,5.6267,32.002,1100.0,538.93,153.88,13.606,-,1.5165
17811,2019,Spain,0903XTR,26.438,1011.5,70.017,3.8354,24.949,1078.1,549.99,127.72,11.849,53.487,1.9005
17812,2018,Czech Republic,0903XTR,9.9421,1012.0,66.317,2.6603,21.861,1043.9,548.53,109.36,10.371,73.99,6.2122
17813,2021,Slovakia,0903XTR,21.947,1012.0,76.583,3.3104,20.046,1058.3,549.94,110.82,10.507,-,6.9426
17814,2018,Netherlands,0903XTR,23.232,1013.4,36.728,2.9543,20.931,1056.8,549.53,113.74,10.814,-,3.3853
17815,2022,Greece,0903XTR,17.767,1015.8,91.745,3.1739,20.659,1064.1,550.08,116.36,10.841,61.854,2.3846
17816,2018,Belgium,0903XTR,27.198,1013.8,52.755,4.4483,30.772,1099.9,542.11,149.99,13.36,53.132,1.0717
17817,2021,Finland,0903XTR,9.2996,1016.2,95.527,2.3007,19.245,1046.6,544.04,109.97,10.392,-,8.0774
17818,2021,Netherlands,0903XTR,6.1006,1022.5,93.34,6.2368,34.111,1100.1,525.03,166.12,14.268,59.061,0.37918
17819,2022,France,0903XTR,28.537,1000.1,74.67,4.4031,29.725,1099.9,542.21,145.94,13.103,-,0.60097
17820,2018,Austria,0903XTR,24.299,1006.3,74.459,4.147,29.375,1099.7,547.44,146.77,13.042,-,1.8127
17821,2022,Spain,0903XTR,27.874,1007.4,66.977,3.8952,26.129,1093.8,549.88,134.8,12.258,63.378,0.57355
17822,2021,Bulgaria,0903XTR,12.853,1013.4,75.254,3.7211,30.68,1100.0,533.92,157.78,13.668,72.781,0.57282
17823,2022,Hungary,0903XTR,22.39,1006.9,89.815,3.1614,20.145,1059.3,549.82,111.81,10.547,-,1.9331
17824,2018,Finland,0903XTR,27.536,1010.8,50.452,3.7943,26.346,1088.7,550.06,136.43,12.346,-,1.4288
17825,2018,France,0903XTR,25.943,1008.2,52.544,4.1843,30.307,1099.9,543.59,150.27,13.303,-,1.6938
17826,2020,Bulgaria,0903XTR,17.402,1020.8,86.368,4.093,31.881,1100.0,533.89,154.55,13.656,72.173,1.1802
17827,2018,Croatia,0903XTR,22.795,1008.6,75.206,3.8245,24.437,1077.8,550.14,129.29,11.842,48.553,2.6206
17828,2022,Portugal,0903XTR,26.659,1013.8,65.503,4.113,25.651,1092.5,549.64,133.36,12.295,-,0.92697
17829,2020,Republic of Cyprus,0903XTR,9.6889,1012.7,91.337,3.0978,24.102,1084.8,549.83,134.46,11.922,-,1.5535
17830,2019,Romania,0903XTR,19.465,1009.3,99.966,3.2821,19.648,1047.1,549.92,107.88,10.323,-,5.4757
17831,2018,Italy,0903XTR,11.24,1019.6,75.721,3.0854,23.901,1075.4,550.07,130.55,11.629,-,3.3855
17832,2018,Romania,0903XTR,13.942,1015.6,87.09,3.18,23.15,1072.6,549.79,127.75,11.628,-,2.7442
17833,2021,Slovakia,0903XTR,17.708,1011.0,91.958,4.3764,19.417,1054.0,549.98,108.88,10.371,69.547,3.974
17834,2022,Slovenia,0903XTR,5.6019,1032.6,83.296,4.0747,23.589,1087.1,549.98,133.76,12.004,-,1.845
17835,2022,Czech Republic,0903XTR,27.379,1010.1,78.61,4.3888,29.569,1099.9,541.1,146.96,13.062,-,0.27039
17836,2022,Sweden,0903XTR,29.225,1002.7,65.245,4.7624,31.716,1100.3,535.62,146.74,13.504,64.167,1.059
17837,2019,Malta,0903XTR,9.6994,1013.6,98.2,2.9113,19.383,1045.5,549.62,109.4,10.252,57.188,2.65
17838,2019,Latvia,0903XTR,19.75,1008.1,97.525,3.9096,24.64,1077.0,550.49,128.61,11.776,48.573,1.8784
17839,2019,Hungary,0903XTR,12.363,1023.0,86.169,3.0715,23.22,1066.8,550.02,125.99,11.39,-,0.11124
17840,2020,Slovenia,0903XTR,11.491,1010.6,73.131,4.1615,32.739,1099.6,529.17,160.56,13.921,70.596,0.50839
17841,2022,Poland,0903XTR,14.09,1008.7,89.295,2.942,19.264,1055.9,550.0,111.77,10.572,71.161,3.1853
17842,2018,Italy,0903XTR,30.797,1006.4,59.69,4.201,28.621,1099.1,549.76,143.47,12.816,54.947,0.96677
17843,2018,Bulgaria,0903XTR,14.396,998.7,66.166,3.248,28.493,1076.9,549.88,132.42,11.724,-,3.1872
17844,2019,Estonia,0903XTR,11.607,1005.1,95.551,3.5913,25.17,1077.1,550.14,134.2,11.867,-,1.3354
17845,2020,Netherlands,0903XTR,28.342,1011.5,63.593,5.3142,26.485,1095.6,549.77,135.18,12.308,-,1.2602
17846,2018,Sweden,0903XTR,7.4249,999.24,85.678,3.1156,27.978,1073.5,549.8,131.62,11.559,-,3.6457
17847,2022,Hungary,0903XTR,24.45,1002.3,69.915,3.6895,24.886,1085.5,549.67,130.48,11.902,-,0.79142
17848,2020,Portugal,0903XTR,23.515,1007.4,93.414,5.3159,26.05,1092.4,550.38,135.13,12.261,-,2.2017
17849,2021,Republic of Cyprus,0903XTR,23.675,1010.0,93.975,4.3376,25.511,1088.5,550.33,132.57,11.992,59.128,2.0755
17850,2022,Czech Republic,0903XTR,14.726,1026.7,79.733,3.8828,23.918,1086.5,549.88,132.51,11.907,-,1.544
17851,2018,Romania,0903XTR,13.072,1009.2,55.176,3.3899,28.889,1081.9,550.42,135.63,12.013,65.321,3.9305
17852,2018,Estonia,0903XTR,25.485,1013.8,74.664,3.9969,25.134,1082.8,549.89,131.73,11.985,-,1.6115
17853,2020,Germany,0903XTR,13.369,1006.4,95.074,2.6122,19.229,1052.5,549.25,109.12,10.269,-,4.8661
17854,2019,Croatia,0903XTR,23.605,1009.0,91.211,3.8431,24.963,1078.2,550.0,128.23,11.831,44.348,1.9383
17855,2018,Portugal,0903XTR,19.902,1017.4,41.169,3.5685,32.185,1085.7,549.81,135.44,12.169,66.547,4.6905
17856,2021,Portugal,0903XTR,31.017,1007.9,54.155,4.2602,26.529,1093.8,550.05,133.76,12.247,65.097,1.8993
17857,2021,Romania,0903XTR,24.484,1012.3,69.189,4.0426,24.69,1084.5,550.21,128.0,11.754,-,3.6392
17858,2019,Republic of Cyprus,0903XTR,12.047,1011.9,96.944,3.7757,24.861,1085.8,550.17,133.68,11.829,-,1.2505
17859,2020,Finland,0903XTR,8.1266,1016.7,85.039,3.0891,24.133,1085.4,550.0,134.73,11.823,84.168,1.9202
17860,2019,Ireland,0903XTR,27.575,1006.6,76.76,4.9172,29.535,1099.8,548.58,144.37,12.984,55.085,1.826
17861,2021,Germany,0903XTR,9.5583,1020.0,87.322,2.2608,19.277,1041.1,538.89,110.65,10.515,-,8.2904
17862,2021,Luxembourg,0903XTR,21.971,1009.8,80.234,4.4286,20.851,1062.7,550.07,114.05,10.912,60.246,2.8494
17863,2021,Netherlands,0903XTR,29.969,1010.6,59.893,4.3377,26.285,1094.0,549.54,133.45,12.358,-,1.8825
17864,2019,Austria,0903XTR,11.421,1015.4,92.583,3.6451,24.99,1086.2,549.86,133.87,11.825,-,1.3677
17865,2021,Slovakia,0903XTR,19.796,1012.5,88.996,4.1012,24.975,1088.3,549.99,133.46,12.038,-,1.8238
17866,2018,France,0903XTR,22.27,1014.8,64.867,3.8137,24.717,1080.7,549.54,131.14,11.974,-,2.0386
17867,2020,Slovenia,0903XTR,15.337,1016.8,85.695,3.2343,24.947,1087.4,549.94,133.61,11.971,-,1.0061
17868,2019,Lithuania,0903XTR,25.111,1010.5,81.688,3.9456,24.808,1077.0,549.92,127.32,11.724,48.708,1.7232
17869,2018,Germany,0903XTR,19.777,1010.2,48.017,3.7177,26.939,1092.7,549.99,141.22,12.512,62.161,1.5831
17870,2022,Slovakia,0903XTR,14.002,1019.1,84.552,3.8468,23.876,1085.9,550.01,133.33,11.737,-,1.29
17871,2021,Spain,0903XTR,27.126,1016.1,64.716,4.448,26.022,1093.5,550.36,133.75,12.232,67.138,1.6126
17872,2021,Austria,0903XTR,21.996,1007.2,59.835,5.9379,31.01,1100.1,537.23,153.56,13.445,66.565,0.82976
17873,2018,Italy,0903XTR,21.065,1013.9,75.775,3.759,24.464,1078.9,550.02,130.05,11.891,51.832,2.0634
17874,2021,Italy,0903XTR,22.822,1013.0,68.383,4.0106,25.393,1090.0,550.18,133.89,12.148,65.599,1.9509
