ID,YEAR,LOC,SN,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX
32880,2019,Finland,0903XTR,8.0384,1024.2,71.097,2.5549,21.369,1063.8,550.01,122.62,11.197,72.423
32881,2019,Poland,0903XTR,10.305,1022.5,82.553,2.6302,22.358,1063.0,550.11,121.52,11.145,-
32882,2022,Austria,0903XTR,19.082,1008.1,94.503,3.2625,20.032,1058.8,549.87,111.77,10.639,56.896
32883,2022,Romania,0903XTR,6.0913,1012.6,90.432,3.9517,23.626,1083.6,550.02,133.67,11.804,-
32884,2020,Austria,0903XTR,22.309,1010.0,64.905,3.8509,21.26,1066.1,550.0,115.77,10.989,60.677
32885,2020,Bulgaria,0903XTR,12.781,1021.0,82.109,4.0617,32.379,1100.0,530.28,159.08,13.908,-
32886,2019,Estonia,0903XTR,22.268,1005.7,99.653,4.1551,25.105,1078.9,550.09,129.83,11.886,50.656
32887,2022,Poland,0903XTR,20.538,1011.1,89.287,3.7603,25.285,1090.5,549.98,134.73,12.059,61.488
32888,2020,Malta,0903XTR,25.873,1005.5,50.394,4.8666,30.877,1100.0,537.49,151.0,13.378,-
32889,2019,Spain,0903XTR,14.31,1010.4,82.863,3.8315,32.874,1100.0,538.88,155.95,13.642,57.488
32890,2022,Lithuania,0903XTR,7.2209,1013.6,91.174,4.013,24.196,1086.0,550.08,135.67,11.945,81.178
32891,2018,Croatia,0903XTR,5.8393,1024.5,63.844,4.2338,36.052,1099.9,530.56,164.86,14.189,59.902
32892,2018,Sweden,0903XTR,3.4713,1022.8,84.147,3.9282,31.848,1099.9,535.74,162.28,13.892,60.568
32893,2020,Poland,0903XTR,9.4672,1013.8,69.718,3.1268,23.824,1084.5,549.92,133.94,11.84,-
32894,2019,Denmark,0903XTR,13.114,1016.7,86.985,3.5404,24.987,1077.8,550.04,133.59,11.926,-
32895,2020,Finland,0903XTR,13.948,1004.9,84.884,3.0925,24.263,1084.6,549.96,132.92,11.825,76.835
32896,2019,Germany,0903XTR,11.524,1024.7,77.927,3.5976,24.853,1077.5,550.02,133.31,11.824,-
32897,2022,Luxembourg,0903XTR,27.422,1009.1,68.064,4.0791,26.28,1094.4,549.89,134.78,12.3,-
32898,2019,France,0903XTR,7.0601,1021.0,87.085,3.3164,23.152,1068.2,550.07,127.32,11.504,-
32899,2020,Germany,0903XTR,23.554,1011.6,94.587,4.113,20.275,1059.7,549.99,110.69,10.627,50.137
32900,2022,Romania,0903XTR,28.363,1011.1,53.155,4.1441,26.112,1093.6,550.27,133.78,12.315,-
32901,2022,Denmark,0903XTR,12.802,1009.9,90.884,4.0863,24.046,1085.5,550.02,133.73,11.75,74.182
32902,2021,Ireland,0903XTR,15.22,997.33,95.0,5.1606,23.293,1077.1,550.08,127.86,11.506,71.863
32903,2022,Portugal,0903XTR,11.997,1013.2,86.749,4.7958,32.265,1100.1,530.53,160.1,13.921,61.352
32904,2018,Republic of Cyprus,0903XTR,25.846,1012.8,61.473,3.3022,21.546,1061.0,550.39,115.79,11.013,54.348
32905,2019,Poland,0903XTR,13.733,1004.8,98.636,3.7706,25.394,1078.2,550.11,134.46,11.853,59.411
32906,2021,Hungary,0903XTR,27.237,1009.8,81.546,4.1728,25.975,1092.0,549.84,133.46,12.189,-
32907,2021,Denmark,0903XTR,18.205,1007.7,93.165,4.3559,18.5,1046.3,548.46,103.77,9.9936,-
32908,2018,Poland,0903XTR,16.279,1010.9,87.956,2.6295,17.826,1035.0,547.71,100.74,9.9239,-
32909,2019,Austria,0903XTR,11.285,1016.3,67.737,2.5292,21.602,1063.5,550.16,122.01,11.071,68.579
32910,2019,Hungary,0903XTR,12.985,1023.4,96.03,3.5709,19.508,1050.7,550.01,111.24,10.549,67.898
32911,2018,Croatia,0903XTR,14.66,1028.4,62.942,3.3389,24.242,1080.5,549.83,132.56,11.888,60.837
32912,2020,Spain,0903XTR,27.034,1013.1,61.924,3.9979,20.285,1059.4,549.97,109.12,10.669,56.457
32913,2022,Netherlands,0903XTR,26.552,1011.2,62.445,3.0484,20.077,1059.1,550.04,110.5,10.709,-
32914,2020,Ireland,0903XTR,29.496,1014.7,58.4,4.473,26.034,1093.9,549.98,133.38,12.226,65.445
32915,2022,Poland,0903XTR,18.806,1002.6,65.595,5.3735,28.478,1094.9,542.12,144.36,12.877,72.953
32916,2019,Romania,0903XTR,15.114,1006.2,100.02,4.0862,22.001,1063.0,549.8,120.2,11.194,62.653
32917,2019,Belgium,0903XTR,5.4654,1019.5,86.973,2.6822,21.322,1062.5,549.88,122.65,11.14,77.888
32918,2022,Bulgaria,0903XTR,30.907,1002.9,59.019,3.6547,23.753,1078.4,549.55,122.75,11.634,-
32919,2022,Luxembourg,0903XTR,24.127,1020.4,55.811,4.5234,28.058,1100.0,543.54,144.26,13.044,70.264
32920,2021,Croatia,0903XTR,27.811,1007.2,58.053,4.2087,26.104,1092.6,549.85,133.83,12.31,64.216
32921,2021,Netherlands,0903XTR,14.967,1021.3,75.218,2.8106,24.192,1087.1,550.1,133.97,11.981,63.672
32922,2022,Latvia,0903XTR,21.267,1005.8,76.598,3.9232,25.464,1090.1,550.14,134.37,12.092,66.586
32923,2019,Denmark,0903XTR,16.18,1015.0,89.602,3.7019,24.859,1079.4,549.98,133.13,11.939,59.865
32924,2019,Republic of Cyprus,0903XTR,10.877,1020.5,89.709,2.6537,19.183,1024.4,537.81,104.76,10.211,-
32925,2021,France,0903XTR,4.593,1015.8,87.124,2.8513,23.297,1082.9,550.04,134.11,11.74,-
32926,2019,Netherlands,0903XTR,7.1719,1021.6,71.623,3.9151,33.915,1100.2,532.21,162.8,14.017,-
32927,2019,Malta,0903XTR,19.641,1007.1,98.584,4.8499,31.031,1099.9,542.72,151.39,13.416,57.234
32928,2021,Finland,0903XTR,19.294,1014.3,83.322,5.2242,30.679,1099.9,536.85,150.58,13.412,-
32929,2019,Finland,0903XTR,30.999,1007.8,57.513,4.8638,30.188,1099.9,546.56,146.09,13.081,-
32930,2019,Poland,0903XTR,19.188,1012.0,97.685,5.3201,31.232,1100.1,541.54,151.06,13.422,-
32931,2022,Germany,0903XTR,16.709,1018.6,73.067,3.7043,21.041,1067.0,550.1,118.46,10.993,-
32932,2021,Ireland,0903XTR,14.693,1020.0,69.708,2.8252,24.276,1086.1,549.99,133.21,11.911,65.931
32933,2022,Germany,0903XTR,11.374,1017.1,76.835,4.2049,29.88,1100.1,535.36,157.35,13.6,-
32934,2021,Portugal,0903XTR,27.581,1008.0,84.338,4.4325,26.307,1093.4,549.95,133.74,12.264,-
32935,2021,Estonia,0903XTR,14.437,1015.1,65.684,4.6007,24.389,1085.3,550.0,132.73,11.93,-
32936,2018,Netherlands,0903XTR,2.1893,1006.7,75.581,3.0408,23.011,1072.5,549.86,130.9,11.478,-
32937,2021,Germany,0903XTR,18.578,1014.0,88.778,3.4878,19.787,1058.1,550.0,111.41,10.566,-
32938,2021,Republic of Cyprus,0903XTR,22.308,1009.9,70.235,4.2423,26.106,1092.5,549.67,135.03,12.111,-
32939,2019,Luxembourg,0903XTR,10.774,1011.3,94.169,3.7253,25.242,1077.8,550.09,134.71,11.937,59.36
32940,2020,Italy,0903XTR,12.676,1012.5,83.32,3.0379,23.28,1079.4,550.0,129.08,11.579,79.533
32941,2021,Luxembourg,0903XTR,29.36,1010.5,51.406,4.4866,26.687,1095.9,549.88,134.77,12.364,67.625
32942,2021,Romania,0903XTR,25.192,1004.1,93.359,4.405,26.188,1093.1,550.39,135.49,12.34,-
32943,2022,Finland,0903XTR,13.531,1017.1,90.3,4.1698,24.064,1084.4,549.96,132.56,11.851,-
32944,2022,Republic of Cyprus,0903XTR,23.271,1012.7,93.735,3.7401,23.47,1079.5,549.96,125.19,11.517,-
32945,2020,Belgium,0903XTR,9.9468,1020.0,88.765,2.4483,19.281,1037.5,537.43,108.38,10.557,110.88
32946,2021,France,0903XTR,16.812,1003.0,92.134,4.2255,19.924,1056.5,549.83,111.18,10.45,-
32947,2018,Finland,0903XTR,21.741,1007.2,74.782,4.1321,30.159,1100.1,544.84,149.75,13.232,53.54
32948,2018,Italy,0903XTR,8.1842,1026.5,72.22,4.3682,31.426,1099.7,535.72,159.94,13.833,-
32949,2021,Latvia,0903XTR,30.914,1012.7,59.229,4.4592,26.552,1096.0,549.68,134.79,12.44,-
32950,2019,Slovenia,0903XTR,17.69,1021.7,85.286,5.4595,30.538,1099.9,540.03,153.5,13.563,-
32951,2018,Denmark,0903XTR,24.843,1015.6,59.265,3.9524,25.008,1082.3,549.98,131.24,11.992,-
32952,2021,Republic of Cyprus,0903XTR,18.101,1019.3,74.662,5.5312,32.932,1100.0,528.94,156.31,13.99,-
32953,2022,Poland,0903XTR,31.853,1003.6,60.223,4.4443,29.433,1099.7,543.38,145.11,13.047,-
32954,2020,Finland,0903XTR,20.201,1010.1,94.651,3.15,19.471,1055.3,550.1,108.83,10.487,56.774
32955,2019,Germany,0903XTR,14.865,998.13,65.286,2.6116,22.427,1044.5,550.27,108.07,10.252,69.332
32956,2021,Luxembourg,0903XTR,20.705,1014.8,84.307,3.3843,19.574,1056.2,550.01,109.52,10.467,60.617
32957,2021,Sweden,0903XTR,18.065,1013.9,89.088,3.4486,19.672,1056.8,550.04,110.74,10.525,59.929
32958,2022,Germany,0903XTR,20.68,1008.0,90.456,3.8338,25.075,1088.3,549.63,133.67,11.982,61.932
32959,2020,Italy,0903XTR,17.455,1020.7,90.422,2.9934,23.511,1078.4,550.08,126.08,11.553,77.014
32960,2019,Luxembourg,0903XTR,20.718,1007.4,77.888,3.7746,25.336,1080.4,550.01,132.57,12.002,60.18
32961,2022,Sweden,0903XTR,8.2682,1009.9,87.063,4.0898,23.733,1083.4,550.18,133.67,11.766,79.177
32962,2021,Malta,0903XTR,18.288,1004.4,91.656,6.2827,31.252,1100.1,536.94,152.43,13.366,-
32963,2019,Ireland,0903XTR,13.272,1012.7,87.844,3.5632,25.432,1078.3,550.06,134.7,11.993,-
32964,2020,Netherlands,0903XTR,10.869,1012.6,94.821,2.6798,18.888,1051.5,548.19,109.78,10.48,-
32965,2022,Republic of Cyprus,0903XTR,5.7488,1018.4,77.769,4.0391,23.387,1083.1,550.02,133.67,11.75,-
32966,2020,Lithuania,0903XTR,7.7365,1016.3,80.822,2.5515,19.327,1055.8,549.27,111.92,10.476,103.49
32967,2018,Bulgaria,0903XTR,27.245,1007.7,58.348,4.2005,29.511,1099.8,546.82,147.03,13.11,50.513
32968,2018,Latvia,0903XTR,30.369,1008.4,40.741,4.4224,30.433,1100.0,544.18,149.14,13.257,-
32969,2021,Belgium,0903XTR,28.596,1011.9,79.859,4.3344,26.236,1093.6,550.19,133.82,12.205,60.043
32970,2020,Ireland,0903XTR,17.43,1004.1,86.039,3.3588,24.914,1086.2,550.05,132.71,11.831,-
32971,2021,Denmark,0903XTR,23.969,1004.6,91.685,4.3796,25.45,1088.6,550.25,132.49,11.956,-
32972,2019,Malta,0903XTR,24.532,1008.2,86.504,5.2065,30.913,1099.8,543.34,148.09,13.255,55.829
32973,2020,Republic of Cyprus,0903XTR,24.121,1007.6,88.22,5.2517,25.845,1091.6,550.26,134.3,12.181,-
32974,2020,Republic of Cyprus,0903XTR,23.409,1006.9,61.206,4.4016,28.597,1095.2,542.17,143.39,12.853,69.434
32975,2021,Ireland,0903XTR,24.715,1017.7,58.343,4.2761,25.583,1091.6,550.22,133.7,12.214,67.764
32976,2018,Ireland,0903XTR,28.49,1012.3,41.89,4.295,30.024,1100.0,544.9,149.96,13.267,51.723
32977,2021,Ireland,0903XTR,23.277,1014.4,65.821,3.3744,20.163,1059.2,549.9,110.86,10.657,52.769
32978,2019,Greece,0903XTR,23.746,1010.7,87.044,3.9314,24.61,1076.7,550.0,127.6,11.805,-
32979,2022,Lithuania,0903XTR,25.127,1006.4,77.618,4.0456,25.747,1092.1,550.28,133.78,12.204,27.765
32980,2018,Luxembourg,0903XTR,25.123,1007.8,51.105,4.2503,30.884,1100.0,542.56,151.43,13.343,51.164
32981,2019,Belgium,0903XTR,10.942,1017.0,93.939,2.728,19.248,1038.9,546.94,109.22,10.314,73.517
32982,2022,Germany,0903XTR,31.231,1008.3,52.396,3.9957,25.938,1093.0,549.82,133.78,12.216,63.759
32983,2022,France,0903XTR,8.1683,1020.7,89.104,4.3989,29.952,1095.9,534.49,154.39,13.427,-
32984,2022,Germany,0903XTR,27.552,1005.1,61.773,3.9014,25.92,1091.7,549.57,133.73,12.11,-
32985,2019,Czech Republic,0903XTR,22.198,1008.2,75.181,3.8083,26.004,1084.2,549.89,135.15,12.047,61.136
32986,2022,Luxembourg,0903XTR,5.4795,1014.7,82.141,4.0115,23.684,1083.7,550.05,134.57,11.641,82.157
32987,2018,Romania,0903XTR,18.055,1017.2,67.639,4.2962,31.535,1099.9,537.28,154.83,13.697,-
32988,2020,Finland,0903XTR,5.8362,1012.6,92.404,3.0664,24.055,1085.2,549.77,134.53,11.8,-
32989,2021,Bulgaria,0903XTR,10.042,1015.8,96.088,2.5091,19.876,1056.0,548.12,112.99,10.675,-
32990,2018,Hungary,0903XTR,11.676,1029.7,49.254,3.1191,26.408,1073.9,549.85,128.46,11.556,71.402
32991,2022,France,0903XTR,29.94,1011.8,55.764,4.3425,27.357,1099.9,549.34,137.81,12.648,65.081
32992,2021,Greece,0903XTR,27.946,1012.6,64.476,4.9158,31.265,1100.0,536.22,150.78,13.506,-
32993,2022,Republic of Cyprus,0903XTR,12.29,1010.3,73.638,4.1339,24.081,1085.0,549.93,133.76,11.857,77.147
32994,2018,Republic of Cyprus,0903XTR,26.92,1010.6,58.733,3.8702,25.316,1082.7,550.14,130.93,12.013,-
32995,2018,Luxembourg,0903XTR,1.8859,1012.5,76.903,2.5678,20.181,1055.2,550.19,115.83,10.656,83.635
32996,2022,Romania,0903XTR,8.2247,1009.1,95.609,5.0552,32.978,1100.1,527.97,163.6,14.081,65.631
32997,2022,Germany,0903XTR,30.199,1004.2,74.771,4.346,29.151,1099.9,544.02,144.23,12.852,54.148
32998,2020,Portugal,0903XTR,26.496,1010.6,72.665,4.4762,25.973,1092.8,550.39,134.29,12.289,60.43
32999,2018,Finland,0903XTR,23.983,1008.9,73.052,3.6025,24.728,1079.0,549.93,129.85,11.874,-
33000,2020,Belgium,0903XTR,12.174,1019.8,94.889,3.1898,24.421,1085.0,549.6,132.57,11.85,-
33001,2018,Portugal,0903XTR,29.995,1006.5,62.14,4.3562,29.47,1100.1,547.28,145.24,13.093,55.57
33002,2018,Denmark,0903XTR,29.479,1013.0,60.635,4.3082,29.435,1100.0,546.76,146.35,13.074,-
33003,2020,Hungary,0903XTR,13.14,1012.8,84.06,3.134,24.271,1083.7,549.02,132.91,11.767,77.514
33004,2022,Austria,0903XTR,7.0311,1030.1,93.637,4.8118,29.298,1099.7,539.13,154.72,13.237,-
33005,2022,Slovenia,0903XTR,11.265,1015.5,99.276,4.8928,32.425,1100.3,530.54,160.43,14.033,67.597
33006,2021,Netherlands,0903XTR,14.007,1005.2,78.999,3.8418,32.122,1099.9,532.03,158.6,13.75,68.885
33007,2022,Slovakia,0903XTR,23.873,1011.6,68.974,3.8124,25.773,1092.5,550.28,135.27,12.144,-
33008,2019,France,0903XTR,8.3706,1022.2,79.386,3.4239,24.281,1075.9,549.96,133.79,11.865,-
33009,2019,Ireland,0903XTR,13.463,1011.8,92.526,3.4283,24.792,1076.4,550.1,133.1,11.789,-
33010,2022,Sweden,0903XTR,17.682,1011.8,94.982,3.2749,20.921,1065.2,550.21,117.32,10.863,61.428
33011,2018,Sweden,0903XTR,9.4321,1023.5,66.013,4.5589,32.856,1100.0,532.5,161.89,14.03,48.015
33012,2021,Hungary,0903XTR,29.551,1008.3,46.583,4.7784,30.362,1100.3,540.24,149.38,13.301,-
33013,2019,Malta,0903XTR,28.204,1018.7,59.913,4.7921,30.505,1100.0,544.39,148.43,13.28,-
33014,2020,Slovakia,0903XTR,7.6563,1021.5,84.903,4.0586,33.603,1100.0,525.91,164.47,14.136,-
33015,2020,Portugal,0903XTR,18.01,1015.2,85.203,4.0955,19.458,1056.4,550.03,109.73,10.532,-
33016,2021,Republic of Cyprus,0903XTR,20.248,1015.9,88.457,3.4049,19.843,1057.8,550.25,110.59,10.571,-
33017,2018,Czech Republic,0903XTR,12.11,1007.5,83.782,3.689,27.824,1081.1,543.1,139.63,12.435,63.95
33018,2021,Germany,0903XTR,24.131,1013.4,62.078,4.0064,25.449,1090.2,550.05,133.55,12.09,-
33019,2019,Luxembourg,0903XTR,10.476,1018.1,97.845,3.6522,25.516,1080.2,549.96,136.02,12.09,-
33020,2022,Bulgaria,0903XTR,9.8941,1015.0,80.722,5.2995,32.038,1099.7,530.3,160.42,13.919,-
33021,2020,Netherlands,0903XTR,22.48,1014.0,96.347,3.9174,20.219,1059.6,549.95,110.78,10.635,-
33022,2020,Germany,0903XTR,18.789,1018.3,75.812,2.6243,18.918,1052.8,549.99,106.59,10.387,68.78
33023,2021,Luxembourg,0903XTR,29.255,1009.0,58.472,4.1985,26.008,1092.0,549.78,132.84,12.179,62.724
33024,2018,Slovenia,0903XTR,23.422,1008.6,85.276,3.8101,24.652,1079.3,550.37,129.92,11.903,51.926
33025,2019,Croatia,0903XTR,13.641,1013.7,100.05,3.8423,18.232,1026.9,541.21,100.14,10.072,116.14
33026,2022,Denmark,0903XTR,20.99,1012.1,82.109,3.2195,21.094,1065.6,550.07,115.84,10.923,60.3
33027,2019,Greece,0903XTR,26.944,1015.6,54.381,4.7267,27.355,1092.9,550.17,136.86,12.577,-
33028,2021,Croatia,0903XTR,18.688,1003.9,94.575,5.4208,25.157,1088.0,549.92,133.74,11.982,68.58
33029,2020,Belgium,0903XTR,26.881,1009.7,43.916,5.3471,29.029,1096.4,542.49,141.12,12.853,-
33030,2018,Croatia,0903XTR,12.745,1007.7,66.313,3.028,25.324,1072.9,549.98,128.86,11.612,-
33031,2018,Estonia,0903XTR,7.2934,1019.1,81.496,2.785,19.536,1045.6,545.91,112.62,10.581,-
33032,2020,Germany,0903XTR,20.325,1017.2,78.153,3.6059,25.367,1091.2,549.79,134.8,12.061,-
33033,2022,Malta,0903XTR,26.379,1012.6,59.962,3.9537,26.612,1092.8,547.27,136.0,12.513,-
33034,2021,Greece,0903XTR,19.822,1012.5,93.894,3.5586,19.574,1056.3,549.88,110.43,10.494,56.999
33035,2022,Denmark,0903XTR,24.272,1005.6,80.071,3.1822,20.831,1064.0,550.11,114.85,10.878,-
33036,2018,Luxembourg,0903XTR,6.8118,1020.2,76.466,3.3169,24.749,1082.9,549.94,137.71,12.086,70.562
33037,2021,Slovenia,0903XTR,6.4522,1021.7,90.139,2.7965,23.496,1083.2,550.04,133.95,11.793,-
33038,2021,Denmark,0903XTR,26.326,1014.0,66.564,4.3169,25.635,1091.6,550.22,132.82,12.063,-
33039,2021,Romania,0903XTR,26.86,1011.0,78.713,4.1583,25.919,1091.3,549.84,133.11,12.117,-
33040,2020,Romania,0903XTR,29.99,1011.9,60.76,6.0109,30.565,1099.9,538.73,148.21,13.301,54.319
33041,2022,Poland,0903XTR,10.908,1014.1,91.454,4.9469,33.052,1100.2,528.58,162.69,14.142,68.02
33042,2020,Sweden,0903XTR,25.645,1010.2,85.396,5.2767,25.872,1091.8,550.35,133.35,12.25,57.588
33043,2019,Bulgaria,0903XTR,9.8075,1014.4,93.631,3.5748,24.834,1076.0,550.06,133.44,11.86,-
33044,2018,Belgium,0903XTR,23.109,1004.0,71.699,4.3673,30.941,1100.0,542.5,150.94,13.342,56.128
33045,2022,Denmark,0903XTR,16.909,1013.3,79.87,4.4295,31.434,1100.1,533.35,156.87,13.736,-
33046,2018,Belgium,0903XTR,17.655,1016.0,84.108,3.3411,23.89,1076.3,550.0,129.24,11.817,-
33047,2022,Italy,0903XTR,14.633,1010.6,90.044,3.554,24.253,1086.2,550.03,133.72,11.871,-
33048,2022,Italy,0903XTR,11.391,1020.7,87.79,3.8502,23.632,1084.3,550.06,132.97,11.845,-
33049,2022,Italy,0903XTR,11.585,1013.4,97.504,3.6596,19.083,1055.4,550.07,111.72,10.472,76.803
33050,2018,Hungary,0903XTR,28.434,1015.1,59.892,3.4604,23.333,1066.4,547.57,121.22,11.455,49.754
33051,2018,Czech Republic,0903XTR,11.616,1019.8,80.646,2.6021,18.704,1046.3,549.95,108.95,10.359,62.406
33052,2021,Malta,0903XTR,13.957,1019.8,79.984,2.7919,24.173,1086.8,549.92,134.04,11.938,-
33053,2019,Italy,0903XTR,9.6946,1015.5,81.281,2.8368,23.85,1071.2,549.47,128.5,11.572,-
33054,2018,Lithuania,0903XTR,15.072,998.81,60.251,3.2582,28.384,1074.3,549.94,129.91,11.731,64.665
33055,2018,Czech Republic,0903XTR,19.242,1017.2,54.999,3.6613,30.747,1089.6,550.05,138.4,12.337,61.949
33056,2021,Hungary,0903XTR,13.352,1014.8,69.204,4.6293,24.733,1087.2,549.91,134.53,12.033,-
33057,2019,Ireland,0903XTR,22.998,1005.1,96.354,5.0948,29.996,1098.9,546.25,145.8,13.034,-
33058,2020,Sweden,0903XTR,28.214,1009.1,57.584,4.3834,26.195,1094.7,549.58,134.88,12.221,-
33059,2020,Sweden,0903XTR,11.36,1008.7,100.13,2.5172,18.729,1048.0,547.3,108.04,10.284,96.268
33060,2019,Romania,0903XTR,17.296,1025.3,88.505,3.9754,22.246,1065.6,550.04,120.48,11.22,61.985
33061,2021,Sweden,0903XTR,22.099,1014.1,82.794,4.0769,25.141,1089.1,549.83,133.82,12.104,-
33062,2022,Belgium,0903XTR,12.518,1015.5,95.884,3.3821,19.296,1057.1,549.97,112.39,10.498,73.665
33063,2018,Portugal,0903XTR,3.7675,1029.0,89.609,5.0733,33.402,1099.8,529.82,165.78,14.205,-
33064,2022,Greece,0903XTR,10.096,1022.1,85.25,3.4545,20.453,1062.4,547.38,119.01,10.868,83.79
33065,2022,Germany,0903XTR,7.4191,1011.9,88.236,3.9516,24.099,1084.4,549.0,135.59,11.787,-
33066,2021,Slovakia,0903XTR,16.459,1027.9,66.799,4.6521,24.896,1088.5,550.04,133.72,11.862,-
33067,2022,Ireland,0903XTR,29.53,1009.4,59.036,4.0652,26.481,1095.9,549.9,135.03,12.403,-
33068,2020,Czech Republic,0903XTR,15.103,1023.8,96.838,3.202,24.666,1078.8,549.48,132.71,12.005,-
33069,2022,Portugal,0903XTR,15.52,1006.9,89.699,4.5385,31.856,1100.0,532.98,157.63,13.71,61.757
33070,2020,Denmark,0903XTR,18.924,1014.6,95.767,3.1907,19.26,1055.3,550.02,108.92,10.422,57.498
33071,2021,Germany,0903XTR,23.112,1008.8,87.044,4.1386,25.61,1090.2,550.25,134.13,12.127,60.656
33072,2022,Netherlands,0903XTR,19.814,1007.2,85.655,3.0846,19.898,1058.1,550.2,111.64,10.533,-
33073,2019,Slovenia,0903XTR,6.8664,1023.6,77.68,2.7331,22.326,1069.5,550.04,127.58,11.476,72.938
33074,2020,Slovakia,0903XTR,22.599,1009.0,86.78,4.1292,19.923,1057.3,549.95,109.45,10.514,-
33075,2018,Denmark,0903XTR,16.578,1010.9,90.535,3.3573,24.15,1077.8,550.23,130.97,11.861,46.887
33076,2018,Finland,0903XTR,25.171,1005.7,57.679,3.5823,26.008,1084.5,549.77,133.49,12.179,55.494
33077,2020,Estonia,0903XTR,21.151,1014.8,67.116,3.5624,25.307,1090.3,549.64,133.78,12.032,66.128
33078,2020,Estonia,0903XTR,27.999,1010.4,61.484,4.6531,26.224,1094.7,549.73,134.69,12.247,62.598
33079,2019,Belgium,0903XTR,26.537,1007.6,75.293,3.9683,25.538,1080.1,550.36,129.14,11.997,50.091
33080,2020,Austria,0903XTR,11.172,1009.4,100.15,2.5263,18.865,1051.0,548.7,109.07,10.286,88.608
33081,2022,Croatia,0903XTR,30.693,1012.7,60.895,4.5138,29.83,1099.7,540.77,146.57,13.163,55.707
33082,2022,Spain,0903XTR,5.2513,1012.7,87.374,3.6241,23.796,1084.4,549.93,132.86,11.692,82.947
33083,2020,Luxembourg,0903XTR,11.48,998.79,100.14,2.5935,19.716,1056.4,549.87,112.84,10.51,74.316
33084,2018,Luxembourg,0903XTR,29.247,1007.7,41.725,4.1883,29.94,1100.0,545.82,149.05,13.138,52.951
33085,2022,Denmark,0903XTR,12.333,1009.0,85.07,4.3482,24.003,1085.7,549.67,133.69,11.874,-
33086,2018,Croatia,0903XTR,13.401,1012.4,68.518,2.5666,21.245,1046.7,549.7,109.8,10.322,-
33087,2019,Sweden,0903XTR,13.218,1012.4,79.6,3.8401,32.133,1100.0,537.67,157.17,13.65,-
33088,2019,Bulgaria,0903XTR,14.691,1013.9,84.918,2.4937,22.65,1054.4,549.75,114.48,10.769,66.356
33089,2019,Malta,0903XTR,19.697,1006.7,96.981,3.8934,25.171,1071.8,546.46,128.71,11.722,58.094
33090,2019,Greece,0903XTR,33.223,1005.3,62.784,4.1768,24.769,1075.2,550.02,123.28,11.749,-
33091,2021,Italy,0903XTR,11.989,1015.6,65.627,4.6851,24.022,1084.2,550.19,132.89,11.782,80.042
33092,2020,Republic of Cyprus,0903XTR,9.2424,1028.5,51.397,4.2902,33.762,1100.1,524.36,164.45,14.29,-
33093,2021,Romania,0903XTR,24.493,1009.4,82.88,4.1024,25.471,1089.9,550.06,133.42,12.085,60.025
33094,2021,Hungary,0903XTR,20.288,1007.5,80.953,3.047,24.625,1086.4,550.28,132.66,11.946,71.674
33095,2022,Italy,0903XTR,27.77,1012.2,62.526,4.0866,26.023,1093.9,550.22,133.75,12.256,-
33096,2018,Denmark,0903XTR,16.206,1007.3,84.671,2.7434,19.206,1046.4,549.96,108.46,10.33,-
33097,2018,Denmark,0903XTR,11.512,1025.6,69.953,3.338,23.556,1076.7,549.96,130.99,11.692,-
33098,2019,Spain,0903XTR,13.782,1009.7,86.567,2.7204,22.647,1066.5,550.02,123.89,11.263,63.99
33099,2018,Netherlands,0903XTR,15.056,1019.4,61.914,3.3113,23.82,1077.5,549.66,130.5,11.728,-
33100,2018,Spain,0903XTR,18.797,1003.9,74.006,2.7303,19.622,1048.2,549.97,109.21,10.328,52.279
33101,2019,Republic of Cyprus,0903XTR,25.628,1005.2,90.473,5.1389,30.067,1099.7,546.57,144.88,13.047,-
33102,2020,Czech Republic,0903XTR,17.486,1014.8,69.726,2.962,22.036,1071.5,549.88,121.62,11.183,-
33103,2020,Sweden,0903XTR,21.027,1010.0,94.529,3.3938,21.147,1065.6,549.93,116.21,10.917,-
33104,2020,Latvia,0903XTR,10.802,1004.3,92.015,3.1807,23.858,1082.1,549.97,131.75,11.742,82.762
33105,2021,Spain,0903XTR,8.9245,1005.9,96.629,2.8442,24.056,1085.3,549.96,135.54,11.901,74.549
33106,2020,Luxembourg,0903XTR,12.916,1012.4,95.8,4.2579,32.336,1099.9,531.82,157.05,13.797,64.06
33107,2018,Estonia,0903XTR,25.255,1011.1,79.773,4.3595,30.282,1099.8,544.19,148.03,13.215,55.385
33108,2022,Bulgaria,0903XTR,4.6905,1017.4,86.277,3.9987,22.998,1081.7,549.86,132.79,11.775,-
33109,2018,Netherlands,0903XTR,8.6909,1022.0,79.371,3.1438,26.795,1075.1,549.96,130.72,11.607,-
33110,2020,Latvia,0903XTR,7.6039,1007.7,94.969,3.1128,23.822,1083.3,550.0,134.2,11.83,-
33111,2019,Latvia,0903XTR,9.5718,1016.0,78.484,3.1687,26.221,1089.6,550.05,142.63,12.367,69.319
33112,2022,Slovakia,0903XTR,9.7836,1017.3,92.113,4.894,33.387,1100.1,526.43,164.15,14.275,-
33113,2020,Slovenia,0903XTR,11.879,1007.2,84.728,2.5164,18.994,1051.9,548.99,109.67,10.401,82.302
33114,2022,Bulgaria,0903XTR,9.4909,1018.9,88.11,4.2836,23.754,1085.0,550.07,133.67,11.739,-
